total_orders,total_returns,days_to_return_avg,high_value_returns,category_return_ratio,exchange_ratio,location,damaged_returns,device_fingerprint,seasonal_spikes,multi_device,label,user_id
11,2,16.7,0,0.059,0.368,New York,0,Edge_iOS_1132,0,1,0,user_000264
12,0,12.5,0,0.216,0.0,New York,0,Firefox_iOS_2657,0,0,0,user_002160
11,4,6.4,0,0.149,0.294,Columbus,0,Firefox_Android_4428,1,0,0,user_002170
9,0,6.2,0,0.072,0.0,Chicago,0,Edge_Windows_4254,0,0,0,user_003511
8,2,9.5,0,0.087,0.558,Columbus,0,Chrome_Windows_8697,1,1,0,user_004297
9,2,18.1,0,0.046,0.511,New York,0,Edge_Windows_5428,0,0,0,user_002934
13,3,16.2,0,0.318,0.673,San Jose,0,Safari_iOS_7978,0,0,0,user_006621
6,0,13.6,0,0.426,0.0,Dallas,0,Firefox_Windows_2395,0,0,0,user_006111
5,0,7.9,0,0.353,0.0,Fort Worth,0,Chrome_Android_4897,0,1,0,user_001428
35,11,7.7,3,0.453,0.806,Los Angeles,2,Firefox_iOS_7379,1,0,0,edge_000271
4,0,10.6,0,0.42,0.0,Houston,0,Safari_macOS_6718,0,1,0,user_000077
29,13,1.0,1,0.22,0.883,Houston,0,Chrome_iOS_9455,0,1,0,edge_000230
16,3,7.6,0,0.107,0.667,Jacksonville,0,Edge_macOS_3985,0,0,0,user_001947
11,1,17.7,0,0.252,0.533,Phoenix,0,Firefox_Windows_2070,1,0,0,user_002599
12,0,15.9,0,0.268,0.0,Fort Worth,0,Firefox_iOS_8865,1,1,0,user_004538
15,6,13.3,0,0.188,0.614,San Antonio,0,Chrome_Android_4085,0,0,0,user_002208
10,3,15.1,1,0.088,0.64,Houston,0,Safari_macOS_5961,0,0,0,user_000464
4,0,8.5,0,0.287,0.0,San Jose,0,Safari_iOS_2697,0,1,0,user_000320
9,2,14.6,0,0.379,0.622,Austin,0,Chrome_macOS_9906,0,1,0,user_008285
13,4,12.0,0,0.13,0.727,Fort Worth,0,Chrome_Windows_5192,0,0,0,user_000992
10,1,17.0,0,0.042,0.541,San Diego,0,Chrome_macOS_5134,0,0,0,user_003797
35,13,21.6,1,0.279,0.637,Columbus,4,Edge_Android_6939,1,0,0,edge_000675
7,2,4.2,0,0.124,0.853,Jacksonville,0,Chrome_iOS_3967,1,0,0,user_007120
9,2,17.1,0,0.241,0.603,Phoenix,0,Chrome_iOS_2295,0,1,0,user_003022
9,1,8.9,0,0.305,0.587,San Diego,0,Edge_Windows_4073,0,1,0,user_000221
9,1,17.4,0,0.411,0.798,San Jose,0,Chrome_macOS_5565,0,0,0,user_003013
7,2,11.0,0,0.278,0.398,Austin,0,Firefox_iOS_7709,1,0,0,user_000930
9,2,15.7,0,0.309,0.726,New York,0,Firefox_macOS_7525,0,1,0,user_000628
8,1,12.4,0,0.105,0.119,San Diego,0,Edge_macOS_9549,1,1,0,user_004394
13,2,5.7,0,0.173,0.813,Philadelphia,0,Safari_iOS_8598,1,1,0,user_000952
7,0,10.6,0,0.169,0.0,Houston,0,Chrome_Windows_8962,1,1,0,user_000039
14,0,11.0,0,0.487,0.0,San Antonio,0,Chrome_Windows_6915,1,1,0,user_006946
28,9,12.5,2,0.133,0.261,Los Angeles,0,Chrome_Android_4063,1,1,0,edge_000406
6,3,12.1,0,0.2,0.358,Jacksonville,0,Safari_macOS_5556,0,0,0,user_002276
10,0,12.4,0,0.206,0.0,San Diego,0,Firefox_Windows_4320,0,1,0,user_001612
5,0,10.5,0,0.24,0.0,Columbus,0,Chrome_iOS_8764,0,0,0,user_002572
8,2,17.1,0,0.257,0.695,San Diego,0,Chrome_Windows_2670,0,1,0,user_007875
11,1,15.1,0,0.238,0.951,Los Angeles,0,Edge_Windows_9083,1,1,0,user_006953
12,0,12.0,0,0.58,0.0,Phoenix,0,Firefox_iOS_3527,1,0,0,user_005124
5,0,9.5,0,0.069,0.0,San Diego,0,Chrome_macOS_8370,1,0,0,user_008351
8,0,9.1,0,0.392,0.0,Philadelphia,0,Chrome_iOS_4182,0,0,0,user_006649
11,1,11.5,0,0.344,0.969,Chicago,0,Safari_iOS_4916,0,0,0,user_001661
15,10,26.4,8,0.74,0.016,San Diego,3,Edge_Windows_1380,0,0,1,fraud_000121
16,7,23.3,2,0.855,0.17,Phoenix,2,Safari_iOS_5650,1,1,1,fraud_000735
12,0,7.7,0,0.573,0.0,Columbus,0,Chrome_iOS_2611,1,1,0,user_005715
22,4,11.3,0,0.293,0.711,Charlotte,0,Firefox_Android_7864,0,0,0,user_005681
8,1,14.1,0,0.19,0.937,New York,0,Edge_Windows_3615,0,1,0,user_008163
8,1,12.7,0,0.165,0.516,Fort Worth,0,Edge_macOS_4001,1,1,0,user_004906
30,7,21.0,0,0.273,0.771,Los Angeles,0,Safari_iOS_1846,0,1,0,edge_000221
7,0,13.5,0,0.188,0.0,Houston,0,Firefox_Windows_4131,0,1,0,user_002749
8,2,12.0,0,0.119,0.732,San Antonio,0,Chrome_Android_5472,1,1,0,user_004910
8,0,9.4,0,0.238,0.0,Los Angeles,0,Firefox_macOS_8784,1,1,0,user_004715
9,1,12.7,0,0.138,0.477,San Antonio,0,Safari_Android_8756,0,0,0,user_002375
11,1,12.2,0,0.591,0.711,Phoenix,0,Firefox_macOS_4175,0,1,0,user_004956
8,1,11.9,0,0.218,0.689,San Antonio,0,Firefox_Android_4385,0,1,0,user_001885
9,2,16.0,0,0.139,0.322,Phoenix,0,Chrome_Android_7108,0,1,0,user_006430
11,3,6.2,0,0.044,0.068,Philadelphia,0,Edge_Windows_5933,0,0,0,user_006090
5,1,7.2,0,0.239,0.477,Austin,0,Edge_Windows_2330,0,1,0,user_006059
8,1,2.9,0,0.283,0.264,San Antonio,0,Chrome_macOS_8113,0,0,0,user_004374
6,0,15.6,0,0.137,0.0,San Diego,0,Firefox_macOS_8876,1,0,0,user_002151
11,3,6.2,0,0.066,0.777,Dallas,0,Firefox_Windows_1420,0,1,0,user_004684
11,1,5.9,0,0.436,0.34,Jacksonville,0,Firefox_Android_7935,1,1,0,user_006888
3,0,16.4,0,0.109,0.0,Los Angeles,0,Safari_macOS_6307,1,0,0,user_005649
12,1,6.3,0,0.351,0.938,San Jose,0,Safari_macOS_5960,0,0,0,user_001791
8,2,10.5,0,0.27,0.531,Philadelphia,0,Firefox_macOS_8695,0,0,0,user_007827
20,12,3.8,5,0.537,0.325,San Antonio,4,Firefox_Windows_3224,1,0,1,fraud_000697
12,1,13.8,0,0.323,0.438,Columbus,0,Firefox_iOS_9808,0,0,0,user_005540
9,1,14.3,0,0.207,0.865,Charlotte,0,Edge_Android_5067,0,0,0,user_001040
12,1,11.3,0,0.316,0.382,Charlotte,0,Edge_iOS_4809,0,1,0,user_006997
37,11,1.0,1,0.132,0.759,Los Angeles,0,Edge_macOS_6806,0,1,0,edge_000025
6,0,11.0,0,0.486,0.0,Houston,0,Safari_iOS_2505,0,1,0,user_001334
8,2,8.6,0,0.298,0.396,Phoenix,0,Safari_Android_3531,0,0,0,user_002544
9,1,8.1,0,0.36,0.85,Austin,0,Safari_iOS_5953,0,0,0,user_001377
6,1,12.4,0,0.075,0.589,Fort Worth,0,Safari_iOS_5364,0,1,0,user_004871
5,0,5.2,0,0.211,0.0,Columbus,0,Edge_Android_8235,1,0,0,user_005653
12,1,6.6,0,0.198,0.71,Fort Worth,0,Edge_Android_6773,0,0,0,user_005752
10,0,11.2,0,0.405,0.0,Houston,0,Firefox_Android_6180,1,0,0,user_003650
12,2,13.6,0,0.097,0.549,San Diego,0,Chrome_Android_9120,0,1,0,user_005588
12,3,15.1,0,0.387,0.499,Jacksonville,0,Chrome_Android_8912,1,1,0,user_001037
8,3,11.0,0,0.196,0.872,Los Angeles,0,Firefox_Android_2132,1,0,0,user_006678
12,1,7.3,0,0.122,0.524,Charlotte,0,Firefox_macOS_7814,0,0,0,user_008266
9,2,5.4,0,0.151,0.245,San Antonio,0,Safari_macOS_7326,0,1,0,user_000398
28,8,1.0,0,0.159,0.553,Los Angeles,0,Chrome_macOS_7189,0,1,0,edge_000197
9,0,12.5,0,0.14,0.0,San Diego,0,Edge_Android_6326,0,0,0,user_005678
10,3,13.5,0,0.264,0.483,Philadelphia,0,Chrome_macOS_9433,0,0,0,user_005385
5,0,12.5,0,0.344,0.0,Columbus,0,Firefox_iOS_9384,1,1,0,user_006382
32,13,5.1,3,0.352,0.919,Philadelphia,1,Safari_Android_8503,1,1,0,edge_000679
23,9,2.3,3,0.919,0.062,San Jose,3,Chrome_iOS_9990,0,1,1,fraud_000115
5,0,16.8,0,0.193,0.0,Phoenix,0,Edge_Windows_1756,0,1,0,user_008495
10,1,17.2,0,0.153,0.913,Fort Worth,0,Safari_macOS_4094,0,1,0,user_003392
13,4,20.6,0,0.144,0.783,Columbus,0,Edge_Android_1483,0,1,0,user_000826
6,1,19.8,0,0.432,0.083,Columbus,0,Firefox_macOS_6864,1,1,0,user_006644
8,0,16.1,0,0.171,0.0,Dallas,0,Firefox_Android_6146,0,1,0,user_003759
39,13,11.9,2,0.235,0.518,San Diego,2,Safari_iOS_3534,1,1,0,edge_000677
19,12,27.8,5,0.669,0.522,San Diego,8,Chrome_Android_1310,0,1,1,fraud_000321
8,1,12.9,0,0.135,0.508,Charlotte,0,Safari_macOS_9069,1,0,0,user_007523
12,1,12.8,0,0.208,0.599,Charlotte,0,Chrome_iOS_4441,0,1,0,user_000092
10,0,12.6,0,0.007,0.0,New York,0,Safari_iOS_4027,0,1,0,user_004142
12,2,8.2,0,0.135,0.651,Chicago,0,Edge_iOS_9037,1,1,0,user_001725
9,3,20.1,0,0.167,0.107,Philadelphia,0,Chrome_iOS_9761,1,1,0,user_003319
7,2,13.4,0,0.328,0.782,Charlotte,0,Chrome_Android_8091,1,0,0,user_004840
7,0,10.5,0,0.312,0.0,Chicago,0,Firefox_iOS_2468,1,1,0,user_002064
10,0,14.3,0,0.622,0.0,Dallas,0,Edge_Android_2609,1,1,0,user_004380
9,0,8.4,0,0.158,0.0,New York,0,Safari_Windows_4342,0,1,0,user_007442
7,2,9.9,0,0.202,0.429,Philadelphia,0,Safari_Windows_6058,0,0,0,user_006351
15,2,16.4,0,0.272,0.629,Houston,0,Firefox_Windows_1297,1,0,0,user_001984
9,0,15.8,0,0.105,0.0,San Diego,0,Safari_macOS_6905,0,1,0,user_001283
10,0,14.3,0,0.208,0.0,Columbus,0,Edge_iOS_7527,1,1,0,user_005753
8,0,17.9,0,0.111,0.0,New York,0,Safari_iOS_9691,0,1,0,user_006030
11,0,1.0,0,0.149,0.0,San Jose,0,Edge_Windows_2668,1,0,0,user_002128
6,1,12.1,0,0.588,0.545,San Diego,0,Edge_iOS_2488,0,1,0,user_007189
14,1,10.1,0,0.203,0.38,Philadelphia,0,Chrome_Android_8632,1,1,0,user_000457
15,2,15.3,0,0.392,0.466,Fort Worth,0,Edge_Android_2642,0,1,0,user_006165
13,5,19.6,0,0.047,0.395,Austin,0,Chrome_macOS_8589,1,1,0,user_004661
9,1,14.1,0,0.265,0.584,Jacksonville,0,Edge_macOS_4653,0,0,0,user_003596
37,9,8.1,3,0.454,0.571,Chicago,0,Edge_Windows_1952,0,1,0,edge_000359
10,0,10.9,0,0.353,0.0,Philadelphia,0,Edge_iOS_2129,0,1,0,user_000162
9,2,4.1,0,0.596,0.75,San Diego,0,Chrome_macOS_8948,0,1,0,user_005743
10,1,14.9,0,0.226,0.754,Fort Worth,0,Chrome_Android_6370,1,1,0,user_005962
11,4,7.8,2,0.969,0.548,San Diego,2,Safari_Android_8391,1,1,1,fraud_000681
6,0,8.6,0,0.1,0.0,Philadelphia,0,Edge_iOS_1023,1,1,0,user_004198
9,1,6.4,0,0.308,0.401,Chicago,0,Firefox_Windows_8685,1,0,0,user_003986
7,0,10.8,0,0.215,0.0,Dallas,0,Edge_iOS_5086,1,1,0,user_003660
11,1,13.4,0,0.139,0.365,Jacksonville,0,Safari_Android_5115,0,1,0,user_004200
18,9,3.5,7,0.561,0.202,Austin,3,Firefox_iOS_7286,0,1,1,fraud_000548
5,0,15.7,0,0.364,0.0,Dallas,0,Edge_Windows_8855,0,0,0,user_004011
14,4,16.0,0,0.043,0.177,New York,0,Firefox_macOS_3156,0,0,0,user_003141
10,2,13.1,0,0.346,0.606,New York,0,Safari_Windows_5801,0,1,0,user_004392
14,6,11.6,0,0.56,0.87,Charlotte,1,Safari_Android_9768,1,1,0,user_007414
9,3,17.1,0,0.212,0.611,Chicago,0,Firefox_Android_6683,0,1,0,user_003166
9,1,10.2,0,0.278,0.856,Fort Worth,0,Safari_Windows_9643,0,0,0,user_003577
9,3,10.5,0,0.248,0.575,Jacksonville,0,Safari_iOS_2111,0,0,0,user_001452
5,1,10.3,0,0.049,0.361,San Jose,0,Edge_macOS_7056,0,1,0,user_001889
8,1,15.1,0,0.574,0.69,Chicago,0,Edge_macOS_1029,0,0,0,user_007809
9,1,9.8,0,0.1,0.529,San Diego,0,Chrome_macOS_8588,0,1,0,user_003867
17,8,26.3,5,0.666,0.097,Phoenix,3,Safari_macOS_3101,1,0,1,fraud_000259
6,0,15.7,0,0.503,0.0,Chicago,0,Edge_iOS_7276,1,1,0,user_005892
4,0,11.1,0,0.012,0.0,New York,0,Edge_iOS_3370,0,1,0,user_002365
15,5,19.0,0,0.059,0.128,San Diego,0,Safari_Windows_4187,0,1,0,user_008129
9,2,12.7,0,0.378,0.449,Columbus,0,Firefox_macOS_9850,0,1,0,user_000296
12,4,8.8,0,0.187,0.86,Dallas,0,Edge_macOS_1130,1,1,0,user_007432
8,1,12.5,0,0.262,0.564,Jacksonville,0,Edge_iOS_3317,1,0,0,user_003731
6,0,12.0,0,0.086,0.0,Los Angeles,0,Chrome_Windows_2684,0,1,0,user_002546
7,1,15.3,0,0.073,0.589,Austin,0,Chrome_Android_8839,1,0,0,user_006737
10,1,4.6,0,0.42,0.949,Jacksonville,0,Edge_macOS_6881,1,1,0,user_008002
8,0,14.1,0,0.244,0.0,San Diego,0,Edge_Windows_9596,0,1,0,user_003773
9,0,15.0,0,0.191,0.0,Austin,0,Edge_macOS_8938,0,0,0,user_002342
8,1,18.9,0,0.251,0.724,San Antonio,0,Safari_iOS_3727,0,1,0,user_006890
12,1,6.9,0,0.466,0.203,Houston,0,Safari_macOS_9880,0,1,0,user_003701
9,0,13.9,0,0.339,0.0,Houston,0,Safari_macOS_7932,1,1,0,user_000665
6,1,12.4,0,0.17,0.618,Austin,0,Chrome_Windows_6061,0,1,0,user_000268
6,0,12.0,0,0.322,0.0,New York,0,Chrome_iOS_2527,1,0,0,user_002603
37,14,8.2,2,0.22,0.221,Austin,1,Edge_macOS_4809,0,0,0,edge_000587
14,2,12.9,0,0.338,0.428,Los Angeles,0,Edge_iOS_4495,0,0,0,user_004907
8,0,13.8,0,0.172,0.0,San Jose,0,Edge_Android_8507,0,1,0,user_007838
9,0,13.4,0,0.312,0.0,Columbus,0,Firefox_iOS_4479,1,1,0,user_001915
6,2,10.0,0,0.255,0.374,Dallas,0,Safari_Android_3508,0,1,0,user_000981
7,0,13.9,0,0.148,0.0,Jacksonville,0,Firefox_macOS_5819,0,0,0,user_001059
7,0,11.7,0,0.203,0.0,San Antonio,0,Chrome_iOS_5264,0,1,0,user_000444
11,0,21.4,0,0.29,0.0,Fort Worth,0,Chrome_macOS_8992,0,0,0,user_001292
17,1,9.4,0,0.239,0.736,San Diego,0,Edge_Windows_7831,0,0,0,user_008176
13,0,12.4,0,0.332,0.0,Jacksonville,0,Edge_macOS_9589,1,0,0,user_000918
16,9,5.7,4,0.541,0.068,Fort Worth,1,Firefox_Windows_1416,0,1,1,fraud_000776
19,7,2.4,2,0.797,0.32,Phoenix,4,Firefox_macOS_1622,1,1,1,fraud_000085
9,0,8.0,0,0.38,0.0,Los Angeles,0,Safari_Windows_4627,1,0,0,user_004946
10,1,10.0,0,0.085,0.469,Chicago,0,Safari_iOS_8944,1,1,0,user_001744
4,0,6.8,0,0.254,0.0,Los Angeles,0,Firefox_Windows_9918,0,0,0,user_006846
10,1,14.3,0,0.141,0.323,Philadelphia,0,Firefox_macOS_3476,1,1,0,user_006740
14,2,10.5,0,0.303,0.767,Dallas,0,Chrome_macOS_4343,1,0,0,user_002966
7,2,5.1,0,0.481,0.38,Chicago,0,Chrome_Windows_6137,1,0,0,user_007071
7,2,13.3,0,0.206,0.413,San Jose,0,Edge_macOS_7948,0,0,0,user_008149
22,15,27.5,10,0.847,0.649,Philadelphia,2,Safari_iOS_2496,1,1,1,fraud_000120
8,0,13.5,0,0.149,0.0,Dallas,0,Edge_iOS_6446,0,0,0,user_000236
13,0,7.2,0,0.537,0.0,San Diego,0,Chrome_Windows_4254,1,1,0,user_004309
17,2,5.0,0,0.195,0.536,Philadelphia,0,Firefox_iOS_5979,0,1,0,user_000793
7,2,5.1,0,0.071,0.486,Austin,0,Safari_macOS_6606,1,0,0,user_003167
10,0,12.4,0,0.068,0.0,Dallas,0,Edge_Windows_6890,0,0,0,user_000668
4,1,18.3,0,0.21,0.744,Fort Worth,0,Safari_macOS_3893,1,1,0,user_001596
13,4,16.0,0,0.373,0.809,San Diego,0,Edge_macOS_7120,0,0,0,user_006779
10,2,13.3,0,0.288,0.503,San Antonio,0,Safari_iOS_3501,0,0,0,user_007359
11,1,7.0,0,0.095,0.831,Dallas,0,Edge_iOS_2035,0,1,0,user_005976
5,0,18.5,0,0.409,0.0,Dallas,0,Firefox_macOS_9776,1,1,0,user_003057
20,13,13.4,8,0.929,0.032,Charlotte,1,Safari_Android_6260,0,0,1,fraud_000511
8,2,7.2,0,0.323,0.552,Columbus,0,Safari_macOS_8186,1,0,0,user_007444
6,2,14.2,0,0.411,0.557,New York,0,Edge_Windows_9517,0,0,0,user_003569
8,1,12.2,0,0.052,0.576,San Diego,0,Edge_iOS_2096,1,0,0,user_003746
10,2,7.9,0,0.292,0.639,San Diego,0,Chrome_iOS_1612,0,1,0,user_001337
38,10,14.2,4,0.34,0.8,Chicago,1,Firefox_macOS_1068,0,1,0,edge_000573
6,0,15.6,0,0.158,0.0,Fort Worth,0,Safari_Windows_4982,1,1,0,user_006071
16,9,4.2,6,0.641,0.06,Los Angeles,1,Safari_Android_3197,0,0,1,fraud_000667
7,1,6.1,0,0.172,0.827,Chicago,0,Safari_Windows_7908,1,1,0,user_004699
9,1,15.6,0,0.296,0.466,Los Angeles,0,Firefox_Android_6002,0,0,0,user_002788
11,0,10.3,0,0.306,0.0,Los Angeles,0,Edge_Windows_1957,0,1,0,user_005722
35,23,1.8,14,0.977,0.035,Austin,8,Safari_macOS_9622,1,1,1,fraud_000459
11,3,16.3,0,0.273,0.781,Phoenix,0,Edge_iOS_6521,0,1,0,user_003507
10,4,10.7,0,0.233,0.452,Chicago,0,Edge_macOS_4205,1,0,0,user_003028
16,0,20.6,0,0.309,0.0,Charlotte,0,Firefox_macOS_4027,0,1,0,user_001761
13,1,9.2,0,0.444,0.564,San Jose,0,Edge_iOS_9392,0,1,0,user_004869
5,1,5.6,0,0.523,0.549,Charlotte,0,Edge_macOS_4098,1,0,0,user_006085
5,0,16.7,0,0.173,0.0,San Jose,0,Chrome_Windows_5155,0,0,0,user_001896
7,2,8.3,0,0.426,0.451,Jacksonville,0,Safari_Windows_4524,0,1,0,user_005560
8,0,15.0,0,0.378,0.0,Chicago,0,Edge_iOS_3971,0,1,0,user_002556
7,0,12.8,0,0.118,0.0,Jacksonville,0,Firefox_Windows_2806,1,1,0,user_007434
4,0,18.4,0,0.57,0.0,Jacksonville,0,Chrome_iOS_3087,1,1,0,user_002360
9,1,11.5,0,0.164,0.764,San Antonio,0,Edge_iOS_5518,0,1,0,user_007684
8,2,15.5,0,0.148,0.872,Phoenix,0,Firefox_Windows_8162,1,1,0,user_005619
9,1,11.1,0,0.147,0.528,Houston,0,Chrome_macOS_8302,0,1,0,user_002222
4,0,12.6,0,0.359,0.0,Columbus,0,Safari_macOS_1273,1,0,0,user_003144
10,1,3.8,0,0.187,0.468,Dallas,0,Chrome_iOS_4037,1,1,0,user_005061
32,10,7.4,1,0.186,0.809,San Antonio,1,Safari_Windows_2010,0,1,0,edge_000329
28,14,2.9,9,0.649,0.461,San Antonio,3,Firefox_iOS_4228,0,0,1,fraud_000717
2,0,15.8,0,0.136,0.0,San Diego,0,Edge_Windows_3635,0,1,0,user_007830
8,2,11.4,0,0.213,0.892,Jacksonville,0,Safari_macOS_3329,1,1,0,user_004021
13,2,19.7,0,0.423,0.723,Columbus,0,Firefox_Android_4409,0,0,0,user_001629
4,1,13.3,0,0.063,0.626,Jacksonville,0,Chrome_Windows_5643,1,1,0,user_005503
9,1,13.4,0,0.035,0.635,Phoenix,0,Firefox_macOS_4026,0,0,0,user_005840
7,2,13.2,0,0.366,0.642,San Jose,0,Firefox_Android_3514,0,0,0,user_002417
17,6,27.2,5,0.661,0.315,Houston,3,Edge_Windows_9228,1,1,1,fraud_000250
9,1,16.8,0,0.247,0.216,Phoenix,0,Edge_Android_2359,0,0,0,user_003455
9,0,10.1,0,0.184,0.0,Charlotte,0,Chrome_iOS_3262,0,0,0,user_006504
15,1,5.6,0,0.298,0.597,Houston,0,Chrome_Android_2620,0,0,0,user_005727
11,2,16.2,0,0.315,0.592,San Diego,0,Firefox_iOS_1526,0,1,0,user_007172
40,10,21.0,4,0.167,0.329,Fort Worth,0,Chrome_Windows_9057,0,0,0,edge_000680
11,0,13.2,0,0.286,0.0,San Jose,0,Safari_Windows_7698,0,1,0,user_007404
10,4,9.9,1,0.23,0.503,Philadelphia,0,Chrome_iOS_1936,0,1,0,user_005911
7,0,10.7,0,0.247,0.0,Jacksonville,0,Firefox_iOS_5160,1,1,0,user_007782
11,2,12.1,0,0.372,0.506,Austin,0,Safari_Android_8792,1,1,0,user_003250
31,11,12.6,2,0.299,0.598,San Jose,0,Safari_macOS_8068,1,1,0,edge_000462
9,0,7.7,0,0.305,0.0,Phoenix,0,Firefox_iOS_8722,0,1,0,user_001213
6,2,6.1,0,0.174,0.656,Chicago,0,Firefox_Windows_5074,0,1,0,user_005220
11,1,8.3,0,0.233,0.454,Charlotte,0,Edge_Windows_6110,0,0,0,user_004150
6,1,14.3,0,0.289,0.252,Philadelphia,0,Firefox_iOS_3953,0,1,0,user_007292
11,1,11.9,0,0.087,0.825,Austin,0,Firefox_iOS_1199,0,1,0,user_004942
9,2,16.1,0,0.187,0.871,Chicago,0,Firefox_Windows_6718,0,0,0,user_001432
16,1,11.2,0,0.2,0.306,San Antonio,0,Firefox_macOS_6406,1,0,0,user_005771
11,0,7.8,0,0.191,0.0,San Jose,0,Firefox_Windows_4873,1,1,0,user_004517
8,0,14.2,0,0.174,0.0,Columbus,0,Safari_iOS_6263,1,1,0,user_007835
7,1,11.3,0,0.208,0.471,New York,0,Safari_iOS_4995,0,1,0,user_006485
3,2,14.8,0,0.206,0.683,Jacksonville,0,Chrome_macOS_5024,0,0,0,user_005937
36,11,15.2,2,0.228,0.558,San Jose,0,Safari_Windows_9220,0,1,0,edge_000670
21,10,7.8,6,0.578,0.008,Philadelphia,3,Edge_iOS_5337,0,0,1,fraud_000443
10,3,16.0,0,0.136,0.738,Charlotte,0,Safari_iOS_7057,0,1,0,user_008140
10,3,12.3,0,0.141,0.369,San Diego,0,Chrome_Android_6171,1,0,0,user_001209
7,1,15.6,0,0.105,0.589,Fort Worth,0,Firefox_iOS_2552,0,1,0,user_002266
9,1,12.1,0,0.272,0.951,Fort Worth,0,Safari_iOS_6540,0,0,0,user_003771
12,5,7.3,0,0.085,0.511,Charlotte,0,Safari_iOS_7414,0,0,0,user_006804
21,10,4.5,8,0.823,0.222,Philadelphia,3,Firefox_Windows_5647,1,1,1,fraud_000399
8,2,6.3,0,0.469,0.135,Austin,0,Safari_Android_7086,1,1,0,user_000278
5,1,15.3,0,0.367,0.496,Columbus,0,Firefox_Android_1210,0,1,0,user_006727
8,3,18.0,0,0.268,0.56,Dallas,0,Safari_Windows_2804,1,1,0,user_007090
8,2,12.0,0,0.103,0.775,Los Angeles,0,Firefox_Windows_5617,0,1,0,user_002553
26,11,5.8,3,0.074,0.93,Jacksonville,1,Safari_Android_5101,1,1,0,edge_000349
5,0,12.5,0,0.236,0.0,San Diego,0,Safari_Windows_4131,0,0,0,user_000423
38,15,14.0,5,0.222,0.774,Phoenix,0,Edge_iOS_8709,1,1,0,edge_000353
10,1,15.5,0,0.236,0.903,Columbus,0,Edge_Android_5294,0,1,0,user_005118
6,0,14.9,0,0.224,0.0,San Diego,0,Firefox_macOS_3354,0,0,0,user_001494
8,1,14.7,0,0.548,0.463,Los Angeles,0,Safari_iOS_1202,1,1,0,user_001009
5,1,16.6,0,0.143,0.412,Jacksonville,0,Edge_iOS_3372,1,1,0,user_002381
10,1,10.7,0,0.216,0.526,San Diego,0,Safari_Android_3192,0,1,0,user_000972
12,0,10.9,0,0.021,0.0,San Jose,0,Safari_Windows_2168,0,0,0,user_005299
10,1,11.2,0,0.261,0.654,Jacksonville,0,Chrome_Android_6930,1,1,0,user_007213
12,1,9.5,0,0.361,0.596,New York,0,Firefox_Windows_9144,0,0,0,user_006555
10,1,8.8,0,0.386,0.9,Dallas,0,Chrome_macOS_7363,0,0,0,user_000841
8,0,10.0,0,0.128,0.0,Dallas,0,Edge_macOS_6272,1,1,0,user_002173
5,1,6.4,0,0.11,0.751,Austin,0,Edge_Windows_1068,0,1,0,user_007851
9,1,17.7,0,0.229,0.76,Chicago,0,Firefox_Android_7765,0,1,0,user_001554
8,0,15.9,0,0.315,0.0,San Antonio,0,Chrome_Android_3205,0,1,0,user_008031
7,3,13.4,0,0.137,0.978,Phoenix,0,Chrome_macOS_5872,0,1,0,user_001861
13,2,12.3,0,0.508,0.729,Chicago,0,Firefox_macOS_9410,0,1,0,user_005657
11,2,11.7,0,0.222,0.815,San Diego,0,Chrome_Windows_6386,0,1,0,user_006874
8,0,8.8,0,0.345,0.0,San Diego,0,Firefox_Android_7476,0,0,0,user_001351
11,1,16.8,0,0.295,0.727,San Diego,0,Firefox_Windows_8856,0,1,0,user_002393
6,2,8.0,0,0.288,0.756,Jacksonville,0,Edge_Android_3184,1,1,0,user_003535
10,4,11.1,0,0.255,0.788,Columbus,0,Firefox_Android_4581,0,1,0,user_002177
6,2,17.1,0,0.21,0.279,San Diego,0,Edge_Windows_4659,1,1,0,user_007972
10,2,13.5,0,0.377,0.705,Dallas,0,Edge_Windows_1058,0,1,0,user_006902
13,1,13.7,0,0.018,0.354,Houston,0,Edge_Android_5583,0,1,0,user_008166
7,1,15.1,0,0.104,0.411,Chicago,0,Edge_Windows_4383,0,0,0,user_005804
25,13,5.0,7,0.872,0.53,Dallas,1,Safari_macOS_3432,0,0,1,fraud_000055
10,1,19.3,0,0.236,0.478,Phoenix,0,Chrome_Windows_3560,1,0,0,user_007777
5,1,8.2,0,0.092,0.525,Charlotte,0,Safari_macOS_1807,0,0,0,user_000909
7,1,6.4,0,0.209,0.671,Phoenix,0,Edge_Windows_6316,0,1,0,user_003499
17,9,4.4,5,0.781,0.166,Chicago,3,Edge_iOS_1794,0,1,1,fraud_000520
12,2,6.3,0,0.245,0.918,San Diego,0,Chrome_Android_2733,0,1,0,user_005739
11,1,17.6,0,0.123,0.797,Fort Worth,0,Firefox_iOS_5317,0,1,0,user_008406
10,1,15.7,0,0.179,0.497,Columbus,0,Firefox_Windows_3257,1,1,0,user_002576
11,4,13.8,0,0.054,0.567,Chicago,0,Chrome_Android_3413,1,1,0,user_007563
9,0,14.5,0,0.433,0.0,Fort Worth,0,Edge_Windows_5451,1,1,0,user_004503
20,10,17.6,6,0.604,0.123,Austin,0,Chrome_iOS_3111,1,1,1,fraud_000578
10,2,13.6,0,0.04,0.334,Dallas,0,Chrome_Android_7044,0,1,0,user_003981
